name,justify
姚建铨, 激光与光电子科学家，长期从事激光与非线性光学频率变换研究。1939年1月29日出生于上海。1965年天津大学研究生毕业。1997年当选为中国科学院院士。
姚期智, 计算机科学专家，长期从事计算机科学和量子信息科学研究。1946年12月出生于上海。1967年毕业于台湾大学，1972年在哈佛大学获物理学博士学位，1975年在伊利诺伊大学获计算机科学博士学位。2004年当选为中国科学院外籍院士，2016年转为中国科学院院士。
尹浩, 通信网络领域专家，主要从事通信网络技术研究。1959年8月27日出生于江苏省南京市。1982年毕业于南京邮电大学，获南京邮电大学硕士学位、北京理工大学博士学位。2013年当选为中国科学院院士。
于登云, 空间飞行器系统工程、动力学与控制专家，主要从事空间飞行器系统工程、动力学与控制技术研究与应用。1961年11月生于湖南省绥宁县。1985年毕业于华中工学院，1988年获哈尔滨工业大学硕士学位，2008年获北京航空航天大学博士学位。2021年当选为中国科学院院士。
张钹, 计算机应用专家，早期从事自动控制理论与系统研究。1935年3月26日生于福建福清。1958年毕业于清华大学自动控制系。1995年当选为中国科学院院士。
张景中, 计算机科学家、数学家，主要从事机器证明、教育数学、距离几何及动力系统研究。1936年12月30日生于河南汝南县。1959年毕业于北京大学数学力学系。1995年当选为中国科学院院士。
郑婉华, 人工微结构材料与光电子专家，主要从事人工微结构材料与半导体激光器研究。1966年2月出生于吉林省吉林市。1988年毕业于山东大学，1991年获中国科学院物理研究所硕士学位，1998年获香港浸会大学博士学位。2021年当选为中国科学院院士。
郑耀宗, 微电子学专家，长期以来对金属－氧化硅－硅（MOS）系统及其器件物理和工艺技术进行了系统研究。1939年2月9日生于香港。1963年毕业于香港大学，获理学士学位。1967年获加拿大卑诗大学博士学位。1999年当选为中国科学院院士。
郑有炓, 半导体材料与器件物理专家，主要从事新型半导体异质结构材料与器件研究。1935年10月1日生于福建大田。1957年毕业于南京大学物理系。2003年当选为中国科学院院士。
郑志明, 信息处理专家，长期从事空天信息安全与复杂信息系统等数学与信息交叉领域的研究。1953年10月出生于上海市。1977年毕业于北京大学数学系，1984年、1987年获该校基础数学硕士、博士学位。2017年当选为中国科学院院士。
周炳琨, 激光与光电子技术专家，主要从事激光与光电子学的研究与教学工作。1936年3月2日生于四川成都。1956年清华大学无线电系毕业。1991年当选为中国科学院院士（学部委员）。
周巢尘, 计算机软件专家，主要从事分布式计算、理论计算机科学研究。1937年11月1日生于上海。1958年毕业于北京大学数学力学系，1967年研究生毕业于中国科学院计算技术研究所。1993年当选为中国科学院院士。
周兴铭, 计算机专家，主要从事计算机系统研制工作。1938年12月4日生于上海市。1961年毕业于军事工程学院电子计算机专业。1993年当选为中国科学院院士（学部委员）。 
周志鑫, 空间遥感应用专家，长期从事空间遥感理论与应用技术研究。1965年8月生于安徽太湖县。1986年毕业于电子工程学院，1989年和1997年于哈尔滨工业大学获硕士和博士学位。2015年当选为中国科学院院士。
祝宁华, 微波光子学家，主要从事微波光子器件与技术的研究。1959年12月出生于贵州安龙县。1990年毕业于电子科技大学，1986、1990年分别获该校硕士、博士学位。2021年当选为中国科学院院士。
朱中梁, 电信技术专家，主要从事通信和信息科学研究。1936年4月26日生于江西南昌。1961年毕业于华中工学院（现华中理工大学）无线电工程系。1999年当选为中国科学院院士。
保铮, 电子学家，长期从事雷达与信号处理方面的理论研究和工程实践。1927年12月1日生于江苏南通。1953年毕业于解放军通信工程学院。1991年当选为中国科学院院士（学部委员）。
鲍文奎,     鲍文奎（1916.5.8-1995.9.15），作物遗传育种学家。生于浙江宁波。1939年毕业于中央大学农学院农艺系。1950年获美国加州理工学院博士学位。1980年当选为中国科学院学部委员(院士)。中国植物多倍体遗传育种创始人。曾在四川省农业改进所建立禾谷类作物多倍体实验室，探索谷类作物多倍体育种。因当时国内禁止摩尔根遗传学，多倍体育种工作被迫停止。后调北京任中国农业科学院作物育种栽培研究所研究员、副所长。    主要从事同源四倍体水稻和异源八倍体小黑麦的遗传育种研究。坚信“新物种可以通过多倍体途径飞跃产生”的理论，采用染色体加倍技术培育新作物，改良现有作物的特征，取得了重要成就。在世界上首次将异源八倍体小黑麦应用于生产，育成的“小黑麦2号”、“小黑麦3号”以及中矮秆的八倍体小黑麦品种“劲松5号”和“黔中1号”在贵州高寒山区和丘陵地区推广。代表作有《禾谷类作物的同源多倍体和双二倍体》和《八倍体小黑麦育种与栽培》等。
贝时璋,     贝时璋（1903.10.10-2009.10.29），生物学家。生于浙江镇海。1921年毕业于上海同济医工专门学校医预科。1928年获德国土滨根大学自然科学博士学位。1948年当选为中央研究院院士。1955年被选聘为中国科学院学部委员(院士)。 曾任中国科学院生物物理研究所研究员、名誉所长。曾任浙江大学教授、生物系主任、理学院院长，中国科学院实验生物研究所、北京实验生物研究所、生物物理研究所所长，中国科技大学生物物理系主任，中国生物物理学会理事长、名誉理事长。中国生物物理学的奠基人。    一直从事实验生物学研究工作，对生物的细胞常数、再生、性转变以及细胞的结构和分裂等作了研究，发表了一系列论著。20世纪30年代初期，在丰年虫中间性的性转变过程中观察到细胞重建现象。70年代至今，相继在丰年虫、鸡胚早期发育、小鼠造血系统(骨髓)、根瘤菌和沙眼衣原体等方面进行了细胞重建的研究，首次发现细胞的繁殖增生除细胞分裂之外，还存在着另外一条途径—细胞重建，创立了“细胞重建学说”。鉴于他长期从事实验细胞学研究取得的卓越成就，德国土滨根大学又于1978年、1988年和2003年三次授予博士学位。中国国家天文台将1996年发现的第36015号小行星命名为“贝时璋星”。
毕德显, 毕德显(1908.12.21-1992.1.12)，电子学家。山东平阴人。1934年燕京大学物理系研究生毕业。1941年获美国斯坦福大学硕士学位，1944年获加州理工学院博士学位。解放军南京通信工程学院教授。一直在我军通信技术院校工作。在雷达理论、信息论及电磁场与天线理论方面都具有较深的造诣和突出的建树。中国雷达工程专业的主要创始人，中国电子学界中最早进行信息论在雷达和通信中应用的研究者。为把信息论普及到通信、雷达领域进行了开创性的探索，取得了显著成绩。长期致力于国防通信的教学、科研的领导工作，培养出大批高级电子技术人才，为中国人民解放军通信现代化和指挥自动化建设作出了重要贡献。1980年当选为中国科学院院士（学部委员）。
秉志,     秉志（1886.4.9-1965.2.21），动物学家。满族，生于河南开封，原名翟秉志。1908毕业于京师大学堂。1913年、1918年先后获美国康奈尔大学学士和博士学位。美国SigmaXi科学荣誉学会会员。1948年当选为中央研究院院士。1955年被选聘为中国科学院学部委员(院士)。曾历任南京高等师范学校、东南大学、厦门大学、中央大学、复旦大学教授，中国科学社生物研究所和静生生物调查所所长，中国科学院水生生物研究所、动物研究所研究员。    中国近代生物学的一代宗师，近代动物学的主要奠基人。1915年与留美同学组织了中国最早的群众性学术团体“中国科学社”，并刊行中国最早的学术刊物《科学》。1921年创办我国第一个生物系——南京高等师范学校生物系。1922年与胡先、杨铨(杏佛)共同建立我国第一个生物学研究机构——中国科学社生物研究所。1928年与植物学家胡先创建了北平静生生物调查所。中国动物学会创始人之一，并任第一届理事长。为中国培养了大批生物学家。研究领域广泛，在昆虫学、神经学、动物区系分类学、解剖学、形态学、生理学及古动物学等领域均有许多开拓性工作，对进化理论深有研究。晚年从事鲤鱼实验形态学的研究。其代表作有《鲤鱼解剖》和《鲤鱼组织》等。
